consumer_id,consumer_name,consumer_type,connection_type,tariff_category,district,area,address,latitude,longitude,sanctioned_load_kw,meter_number,installation_date,base_consumption,is_anomalous
MN-UKH-000139,Mangang Kharam,residential,single_phase,BPL Category,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.126367,94.389689,2.82,MNP145471,2019-12-05,5.64,False
MN-CHU-000140,Big Bazaar Imphal,commercial,three_phase,Commercial LT,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.3493,93.750878,31.95,MNP602248,2021-10-02,63.9,False
MN-IMP-000141,Chanu Haokip,residential,single_phase,Domestic LT-I,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.805411,93.935273,1.91,MNP168872,2023-04-19,3.82,False
MN-UKH-000142,Elangbam Kharam,residential,single_phase,Domestic LT-I,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.098884,94.311512,3.97,MNP931621,2020-01-26,7.95,False
MN-BIS-000143,Mangolnganbi Tangkhul,residential,single_phase,Domestic LT-II,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.594153,93.883156,3.08,MNP518098,2021-09-03,6.16,False
MN-UKH-000144,Oinam Maram,residential,three_phase,BPL Category,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.023413,94.328598,4.93,MNP597305,2023-08-18,9.85,False
MN-IMP-000145,Tombi Maram,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.793275,93.887079,1.88,MNP162894,2020-09-18,3.76,False
MN-UKH-000146,Manipur Food Industries,industrial,three_phase,Industrial HT,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.140194,94.314553,171.5,MNP797660,2019-10-19,343.0,False
MN-IMP-000147,Victoria Vaiphei,residential,single_phase,Domestic LT-I,Imphal East,Sagolband,"Sagolband, Imphal East, Manipur",24.829437,93.935694,1.88,MNP262246,2020-04-28,3.76,False
MN-IMP-000148,Ibemhal Lamkang,residential,single_phase,Domestic LT-II,Imphal West,Chingmeirong,"Chingmeirong, Imphal West, Manipur",24.819065,93.906199,3.17,MNP986209,2020-11-10,6.34,False
MN-IMP-000149,Bamboo Processing Unit,industrial,three_phase,Small Scale Industry,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.836896,93.996307,197.76,MNP380439,2023-11-04,395.52,False
MN-CHU-000150,Thoibi Thadou,residential,three_phase,BPL Category,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.413007,93.706439,1.88,MNP789275,2021-10-04,3.75,False
MN-IMP-000151,Irengbam Tangkhul,residential,single_phase,Domestic LT-I,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.8344,93.969088,3.41,MNP488028,2022-04-04,6.82,False
MN-IMP-000152,Ningombam Meitei,residential,single_phase,Domestic LT-II,Imphal West,Lamphel,"Lamphel, Imphal West, Manipur",24.813445,93.887784,3.72,MNP564637,2020-04-17,7.43,False
MN-CHA-000153,Lanchenbi Kharam,residential,single_phase,Domestic LT-II,Chandel,Liwa Sarei,"Liwa Sarei, Chandel, Manipur",24.302271,94.140598,1.75,MNP216276,2022-06-01,3.51,False
MN-CHA-000154,Sanahanbi Aimol,residential,single_phase,BPL Category,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.323764,94.035258,4.42,MNP157443,2023-12-18,8.84,False
MN-BIS-000155,Radhamani Anal,residential,single_phase,Domestic LT-II,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.624604,93.837505,5.83,MNP883301,2021-08-04,11.66,False
MN-SEN-000156,Thiyam Khoibu,residential,single_phase,Domestic LT-II,Senapati,Willong,"Willong, Senapati, Manipur",25.274974,94.007142,5.41,MNP175576,2021-10-11,10.82,False
MN-IMP-000157,Khwairamband Bazaar,commercial,single_phase,Commercial LT,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.795652,93.997426,7.9,MNP428267,2020-10-10,15.79,False
MN-SEN-000158,Ibemhal Rongmei,residential,single_phase,Domestic LT-II,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.393976,93.958632,5.51,MNP280222,2020-07-16,11.02,False
MN-UKH-000159,Tombi Chothe,residential,single_phase,Domestic LT-II,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.10554,94.498593,1.83,MNP649414,2023-07-25,3.66,False
MN-CHU-000160,Wangkhem Paite,residential,single_phase,BPL Category,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.383078,93.795395,3.85,MNP219565,2021-01-11,7.71,False
MN-UKH-000161,Lourembam Vaiphei,residential,single_phase,Domestic LT-I,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.12588,94.43915,3.55,MNP281926,2020-08-17,7.09,False
MN-IMP-000162,Elangbam Liangmai,residential,single_phase,BPL Category,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.793929,93.920902,5.56,MNP774225,2020-06-10,11.11,False
MN-UKH-000163,NEEPCO Office,industrial,three_phase,Industrial HT,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.009089,94.356193,192.07,MNP171603,2021-05-17,384.13,False
MN-CHU-000164,Yumlembam Kharam,residential,single_phase,Domestic LT-II,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.43354,93.718349,4.29,MNP573866,2023-10-17,8.58,False
MN-CHU-000165,Deben Kharam,residential,single_phase,BPL Category,Churachandpur,Tuibong,"Tuibong, Churachandpur, Manipur",24.341607,93.678218,3.59,MNP681242,2019-07-26,7.17,False
MN-IMP-000166,Salam Kabui,residential,single_phase,Domestic LT-I,Imphal East,Koirengei,"Koirengei, Imphal East, Manipur",24.804735,93.970856,1.85,MNP572407,2023-06-05,3.7,False
MN-UKH-000167,Manipur Rural Bank,commercial,three_phase,Commercial LT,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.194879,94.497242,30.19,MNP359778,2020-01-14,60.38,False
MN-CHA-000168,Heisnam Maram,residential,three_phase,Domestic LT-II,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.407219,94.092858,5.16,MNP528625,2019-08-30,10.32,False
MN-IMP-000169,Wangkhem Vaiphei,residential,single_phase,Domestic LT-II,Imphal East,Langol,"Langol, Imphal East, Manipur",24.827931,93.941383,5.6,MNP397949,2022-08-04,11.2,False
MN-THO-000170,Bijoy Simte,residential,three_phase,Domestic LT-II,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.682254,94.09247,4.77,MNP787923,2020-02-02,9.53,False
MN-THO-000171,Pukhrambam Khoibu,residential,single_phase,Domestic LT-II,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.661342,94.012736,5.7,MNP952686,2023-04-16,11.39,False
MN-IMP-000172,Sanatombi Maram,residential,single_phase,Domestic LT-I,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.810624,93.883165,1.62,MNP458332,2019-09-16,3.24,False
MN-BIS-000173,Okram Moyon,residential,single_phase,Domestic LT-I,Bishnupur,Moirang,"Moirang, Bishnupur, Manipur",24.587646,93.871583,5.94,MNP632351,2019-09-07,11.89,False
MN-IMP-000174,Chinglen Poumai,residential,single_phase,Domestic LT-I,Imphal East,Langol,"Langol, Imphal East, Manipur",24.790529,93.971589,3.21,MNP971728,2020-02-14,6.43,False
MN-THO-000175,Ema Market,commercial,single_phase,Shops & Establishments,Thoubal,Heirok,"Heirok, Thoubal, Manipur",24.696991,94.076318,34.75,MNP854540,2022-09-03,69.49,False
MN-CHU-000176,Manipur Spinning Mills,industrial,three_phase,Small Scale Industry,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.370304,93.712223,83.75,MNP350786,2022-04-09,167.49,False
MN-CHA-000177,MANIREDA Office,industrial,three_phase,Small Scale Industry,Chandel,Moreh,"Moreh, Chandel, Manipur",24.311275,94.259417,170.06,MNP698128,2021-07-14,340.13,False
MN-CHU-000178,Saikhom Hmar,residential,single_phase,Domestic LT-I,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.449958,93.799496,4.0,MNP362147,2023-09-18,8.0,False
MN-UKH-000179,Khogen Chiru,residential,three_phase,Domestic LT-II,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.153797,94.488953,5.32,MNP187949,2019-09-23,10.65,False
MN-CHA-000180,Leishangthem Haokip,residential,three_phase,Domestic LT-I,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.34947,94.135163,2.08,MNP956375,2021-06-23,4.16,False
MN-IMP-000181,Paona Bazaar,commercial,single_phase,Commercial HT,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.846784,93.972432,14.93,MNP347231,2021-11-03,29.86,False
MN-UKH-000182,MSPDCL Substation,industrial,three_phase,Industrial HT,Ukhrul,Kasom,"Kasom, Ukhrul, Manipur",25.13434,94.423626,97.31,MNP203896,2019-12-31,194.61,False
MN-THO-000183,Oinam Kabui,residential,single_phase,Domestic LT-I,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.611356,94.050736,3.84,MNP895702,2020-01-19,7.68,False
MN-IMP-000184,Maibam Kom,residential,single_phase,BPL Category,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.834062,93.966411,5.33,MNP862560,2020-08-04,10.67,False
MN-IMP-000185,Pukhrambam Gangte,residential,single_phase,Domestic LT-II,Imphal West,Kwakeithel,"Kwakeithel, Imphal West, Manipur",24.788633,93.919266,5.44,MNP769989,2019-07-22,10.89,False
MN-IMP-000186,Ojita Tarao,residential,single_phase,BPL Category,Imphal West,Singjamei,"Singjamei, Imphal West, Manipur",24.778244,93.889381,1.63,MNP702980,2022-08-25,3.26,False
MN-CHU-000187,Deben Mao,residential,single_phase,Domestic LT-II,Churachandpur,Tipaimukh,"Tipaimukh, Churachandpur, Manipur",24.413271,93.743046,4.67,MNP296412,2020-04-12,9.34,False
MN-UKH-000188,Irengbam Kabui,residential,single_phase,Domestic LT-II,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.042593,94.327274,1.57,MNP491435,2022-08-01,3.13,False
MN-UKH-000189,Naoroibam Vaiphei,residential,single_phase,BPL Category,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.070118,94.417984,3.27,MNP893435,2022-02-21,6.53,False
MN-UKH-000190,Thangjam Thangal,residential,three_phase,Domestic LT-II,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.087495,94.480832,3.07,MNP762423,2022-12-25,6.13,False
MN-IMP-000191,Ema Market,commercial,single_phase,Commercial LT,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.785979,93.934856,20.39,MNP929538,2022-11-20,40.78,False
MN-UKH-000192,Manipur Rural Bank,commercial,single_phase,Shops & Establishments,Ukhrul,Lunghar,"Lunghar, Ukhrul, Manipur",25.124417,94.472473,38.36,MNP596395,2022-08-02,76.72,False
MN-BIS-000193,Memcha Angami,residential,single_phase,Domestic LT-II,Bishnupur,Ningthoukhong,"Ningthoukhong, Bishnupur, Manipur",24.564707,93.888988,3.71,MNP558176,2021-10-05,7.43,False
MN-SEN-000194,Sorokhaibam Inpui,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.251649,94.041827,5.91,MNP379676,2023-07-17,11.82,False
MN-IMP-000195,Wahengbam Moyon,residential,single_phase,Domestic LT-I,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.784483,93.903013,4.35,MNP443848,2020-04-19,8.7,False
MN-CHA-000196,Saikhom Liangmai,residential,single_phase,Domestic LT-I,Chandel,Khengjoy,"Khengjoy, Chandel, Manipur",24.348029,94.022759,2.08,MNP862120,2022-01-10,4.16,False
MN-SEN-000197,Okram Rongmei,residential,single_phase,BPL Category,Senapati,Purul,"Purul, Senapati, Manipur",25.225609,93.980381,2.12,MNP812413,2023-02-09,4.25,False
MN-THO-000198,Bamboo Processing Unit,industrial,three_phase,Industrial HT,Thoubal,Leisho,"Leisho, Thoubal, Manipur",24.664087,93.977282,95.31,MNP136489,2023-04-19,190.61,False
MN-UKH-000199,Maipaksana Chanu,residential,single_phase,BPL Category,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.179358,94.394792,4.5,MNP571778,2021-12-04,9.01,False
MN-IMP-000200,Usham Maram,residential,single_phase,BPL Category,Imphal West,Irilbung,"Irilbung, Imphal West, Manipur",24.762062,93.89346,1.68,MNP392227,2022-08-09,3.37,False
MN-IMP-000201,Cement Corporation Manipur,industrial,three_phase,Small Scale Industry,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.791825,93.949501,68.32,MNP505785,2020-11-08,136.64,False
MN-CHU-000202,Deben Moyon,residential,single_phase,Domestic LT-II,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.313305,93.668095,3.57,MNP309902,2023-04-26,7.15,False
MN-IMP-000203,Khogen Liangmai,residential,three_phase,BPL Category,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.764443,93.905499,3.77,MNP986593,2022-03-19,7.53,False
MN-IMP-000204,Sanasam Paite,residential,single_phase,BPL Category,Imphal West,Naoremthong,"Naoremthong, Imphal West, Manipur",24.798328,93.882752,5.1,MNP768676,2023-01-11,10.19,False
MN-BIS-000205,Luxmi Kitchen,commercial,three_phase,Commercial LT,Bishnupur,Nambol,"Nambol, Bishnupur, Manipur",24.61279,93.762264,35.89,MNP928766,2021-03-27,71.78,False
MN-UKH-000206,Deben Haokip,residential,single_phase,Domestic LT-II,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.184174,94.312216,2.75,MNP851759,2019-12-22,5.49,False
MN-SEN-000207,Moirangthem Anal,residential,single_phase,Domestic LT-II,Senapati,Tadubi,"Tadubi, Senapati, Manipur",25.36124,94.099652,2.33,MNP588461,2020-03-11,4.66,False
MN-THO-000208,Oken Zou,residential,single_phase,Domestic LT-I,Thoubal,Mayang Imphal,"Mayang Imphal, Thoubal, Manipur",24.620935,94.005571,3.68,MNP971776,2023-04-23,7.36,False
MN-CHU-000209,Salam Aimol,residential,single_phase,BPL Category,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.392738,93.705337,3.58,MNP397846,2023-07-25,7.16,False
MN-CHU-000210,Premila Tarao,residential,single_phase,BPL Category,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.412121,93.655502,2.64,MNP276827,2020-09-07,5.27,False
MN-THO-000211,Bamboo Processing Unit,industrial,three_phase,Small Scale Industry,Thoubal,Wangjing,"Wangjing, Thoubal, Manipur",24.671335,94.084281,121.87,MNP855638,2020-08-11,243.74,False
MN-IMP-000212,Tomba Koireng,residential,single_phase,BPL Category,Imphal East,Porompat,"Porompat, Imphal East, Manipur",24.817248,93.937502,3.51,MNP536822,2020-07-16,7.03,False
MN-CHA-000213,Sanasam Kabui,residential,single_phase,BPL Category,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.406523,94.072741,2.71,MNP525818,2022-05-03,5.42,False
MN-IMP-000214,Bidyarani Kabui,residential,single_phase,Domestic LT-II,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.80641,93.931405,2.95,MNP736129,2023-03-14,5.9,False
MN-UKH-000215,Nongthombam Maram,residential,single_phase,Domestic LT-I,Ukhrul,Chingai,"Chingai, Ukhrul, Manipur",25.04229,94.365499,2.04,MNP434617,2022-08-25,4.08,False
MN-CHU-000216,Laishram Vaiphei,residential,single_phase,Domestic LT-II,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.433579,93.739039,4.56,MNP745270,2021-08-29,9.11,False
MN-THO-000217,Yumnam Paite,residential,single_phase,BPL Category,Thoubal,Lilong,"Lilong, Thoubal, Manipur",24.678917,94.024766,1.89,MNP589491,2021-03-17,3.78,False
MN-CHA-000218,BT Road Market,commercial,three_phase,Shops & Establishments,Chandel,Chandel Town,"Chandel Town, Chandel, Manipur",24.407421,94.176052,31.73,MNP579441,2022-08-27,63.45,False
MN-UKH-000219,Oinam Inpui,residential,single_phase,BPL Category,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.086332,94.325516,2.78,MNP805188,2021-05-14,5.55,False
MN-IMP-000220,Nongthombam Koireng,residential,single_phase,Domestic LT-II,Imphal East,Khongman,"Khongman, Imphal East, Manipur",24.805416,93.975214,4.07,MNP483713,2023-10-02,8.14,False
MN-BIS-000221,Chanu Poumai,residential,single_phase,BPL Category,Bishnupur,Kwasiphai,"Kwasiphai, Bishnupur, Manipur",24.58561,93.897977,4.23,MNP393308,2020-07-05,8.45,False
MN-IMP-000222,Jilangamba Maram,residential,single_phase,Domestic LT-II,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.766606,93.887125,2.19,MNP684929,2021-12-15,4.38,False
MN-BIS-000223,Manipur Rural Bank,commercial,single_phase,Commercial LT,Bishnupur,Karang,"Karang, Bishnupur, Manipur",24.574596,93.774102,13.56,MNP147504,2023-10-15,27.13,False
MN-UKH-000224,Ongbi Kharam,residential,single_phase,BPL Category,Ukhrul,Shangshak,"Shangshak, Ukhrul, Manipur",25.057019,94.334675,5.54,MNP434002,2023-02-04,11.07,False
MN-CHU-000225,Ibeyaima Kharam,residential,single_phase,BPL Category,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.312035,93.728677,3.35,MNP690268,2022-04-29,6.69,False
MN-IMP-000226,Ibemhal Tangkhul,residential,single_phase,BPL Category,Imphal East,Langol,"Langol, Imphal East, Manipur",24.848767,93.937843,3.29,MNP821466,2020-06-23,6.58,False
MN-CHA-000227,Leikai Meitei,residential,single_phase,Domestic LT-I,Chandel,Chakpikarong,"Chakpikarong, Chandel, Manipur",24.493894,94.259652,5.18,MNP649697,2020-06-23,10.35,False
MN-SEN-000228,Tomba Gangte,residential,single_phase,Domestic LT-II,Senapati,Saikul,"Saikul, Senapati, Manipur",25.251581,93.984178,4.51,MNP428930,2021-08-28,9.02,False
MN-BIS-000229,Memcha Zou,residential,single_phase,BPL Category,Bishnupur,Laphupat Tera,"Laphupat Tera, Bishnupur, Manipur",24.642938,93.833514,4.07,MNP440839,2020-04-16,8.14,False
MN-SEN-000230,Ngangom Tarao,residential,single_phase,Domestic LT-II,Senapati,Mao,"Mao, Senapati, Manipur",25.255996,94.103899,2.34,MNP808699,2019-09-04,4.68,False
MN-CHU-000231,SBI Imphal Branch,commercial,single_phase,Commercial LT,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.348552,93.713815,24.0,MNP392559,2020-11-16,47.99,False
MN-CHU-000232,Joykumar Inpui,residential,single_phase,Domestic LT-II,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.336361,93.667226,4.25,MNP687713,2019-07-19,8.5,False
MN-CHU-000233,Ahongsangbam Mao,residential,three_phase,Domestic LT-I,Churachandpur,Tuibong,"Tuibong, Churachandpur, Manipur",24.343295,93.737186,2.19,MNP404561,2023-10-08,4.39,False
MN-IMP-000234,Oinam Kabui,residential,single_phase,BPL Category,Imphal West,Chingmeirong,"Chingmeirong, Imphal West, Manipur",24.78368,93.917281,1.73,MNP384303,2020-11-07,3.47,False
MN-THO-000235,Lourembam Meitei,residential,single_phase,BPL Category,Thoubal,Kakching,"Kakching, Thoubal, Manipur",24.63366,93.970162,1.79,MNP336633,2020-06-05,3.57,False
MN-IMP-000236,Geetarani Vaiphei,residential,single_phase,Domestic LT-I,Imphal West,Kakching,"Kakching, Imphal West, Manipur",24.819297,93.902565,5.14,MNP105433,2020-12-01,10.29,False
MN-THO-000237,Bamboo Processing Unit,industrial,three_phase,Industrial HT,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.625464,94.052225,161.64,MNP600641,2020-05-10,323.27,False
MN-CHU-000238,Memcha Haokip,residential,single_phase,Domestic LT-I,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.389346,93.720736,3.35,MNP661147,2019-11-12,6.71,False
MN-IMP-000239,Thangjam Chanu,residential,three_phase,Domestic LT-II,Imphal East,Heingang,"Heingang, Imphal East, Manipur",24.804421,93.995067,5.24,MNP926236,2021-03-24,10.48,False
MN-CHU-000240,Pukhrambam Vaiphei,residential,three_phase,Domestic LT-II,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.444754,93.668645,4.79,MNP398384,2021-06-16,9.58,False
MN-CHA-000241,Steel Plant Imphal,industrial,three_phase,Industrial HT,Chandel,Machi,"Machi, Chandel, Manipur",24.487668,94.05437,50.64,MNP386090,2022-12-04,101.28,False
MN-UKH-000242,Nirmalabas High School,commercial,three_phase,Shops & Establishments,Ukhrul,Kamjong,"Kamjong, Ukhrul, Manipur",25.148224,94.414895,34.86,MNP295243,2023-12-05,69.72,False
MN-CHU-000243,Sagolsem Rongmei,residential,single_phase,BPL Category,Churachandpur,Mualkoi,"Mualkoi, Churachandpur, Manipur",24.320966,93.76929,2.41,MNP443856,2023-07-09,4.81,False
MN-IMP-000244,Kshetrimayum Anal,residential,three_phase,Domestic LT-I,Imphal West,Keishampat,"Keishampat, Imphal West, Manipur",24.761456,93.891499,5.17,MNP373453,2021-11-08,10.33,False
MN-CHU-000245,Naoba Singh,residential,single_phase,Domestic LT-II,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.39978,93.72846,3.11,MNP826420,2022-09-06,6.23,False
MN-IMP-000246,Saikhom Rongmei,residential,single_phase,BPL Category,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.811404,93.907471,5.17,MNP907236,2022-04-06,10.35,False
MN-CHU-000247,Khumanthem Zou,residential,single_phase,Domestic LT-II,Churachandpur,Singngat,"Singngat, Churachandpur, Manipur",24.36587,93.706542,3.58,MNP884056,2020-08-10,7.16,False
MN-CHA-000248,Nabachandra Chothe,residential,single_phase,BPL Category,Chandel,Molnoi,"Molnoi, Chandel, Manipur",24.360276,94.224283,3.76,MNP925618,2023-07-19,7.52,False
MN-UKH-000249,Biren Khoibu,residential,three_phase,Domestic LT-I,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.046443,94.479915,3.23,MNP700521,2020-12-29,6.46,False
MN-UKH-000250,Ibemhal Kom,residential,single_phase,Domestic LT-II,Ukhrul,Pushing,"Pushing, Ukhrul, Manipur",25.108711,94.481294,4.31,MNP195359,2021-02-21,8.62,False
MN-IMP-000251,Thiyam Tangkhul,residential,single_phase,Domestic LT-I,Imphal East,Koirengei,"Koirengei, Imphal East, Manipur",24.788183,93.995788,4.32,MNP685941,2021-05-31,8.65,False
MN-CHU-000252,Oinam Singh,residential,single_phase,BPL Category,Churachandpur,Churachandpur Town,"Churachandpur Town, Churachandpur, Manipur",24.350236,93.670891,5.07,MNP176577,2023-10-02,10.15,False
MN-IMP-000253,Okram Kabui,residential,single_phase,Domestic LT-II,Imphal West,Naoremthong,"Naoremthong, Imphal West, Manipur",24.793405,93.917342,5.52,MNP288724,2019-09-11,11.05,False
MN-SEN-000254,Dinamani Poumai,residential,single_phase,BPL Category,Senapati,Mao,"Mao, Senapati, Manipur",25.357719,93.980335,2.9,MNP793939,2020-12-24,5.81,False
MN-UKH-000255,Wahengbam Rongmei,residential,single_phase,BPL Category,Ukhrul,Phungyar,"Phungyar, Ukhrul, Manipur",25.049698,94.448789,1.65,MNP333507,2023-12-26,3.3,False
MN-CHU-000256,Moirang Pheijom,commercial,single_phase,Commercial HT,Churachandpur,Thanlon,"Thanlon, Churachandpur, Manipur",24.385483,93.764369,35.99,MNP963355,2022-09-19,71.99,False
MN-UKH-000257,Yumnam Gangte,residential,single_phase,BPL Category,Ukhrul,Kamjong,"Kamjong, Ukhrul, Manipur",25.068416,94.464251,2.0,MNP539605,2020-07-22,4.0,False
MN-IMP-000258,Sangai Continental,commercial,single_phase,Shops & Establishments,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.839252,93.938924,20.41,MNP135207,2021-07-02,40.82,False
MN-IMP-000259,Jilangamba Liangmai,residential,single_phase,Domestic LT-I,Imphal East,Wangkhei,"Wangkhei, Imphal East, Manipur",24.835811,93.940494,2.53,MNP891030,2019-08-27,5.06,False
MN-CHU-000260,Maipaksana Anal,residential,single_phase,Domestic LT-I,Churachandpur,Saikot,"Saikot, Churachandpur, Manipur",24.408338,93.758005,4.39,MNP792282,2021-01-30,8.77,False
MN-CHU-000261,Yendrembam Thadou,residential,single_phase,Domestic LT-II,Churachandpur,Henglep,"Henglep, Churachandpur, Manipur",24.404092,93.731409,2.63,MNP682851,2021-03-23,5.27,False
MN-UKH-000262,Bidyarani Tangkhul,residential,single_phase,Domestic LT-II,Ukhrul,Litan,"Litan, Ukhrul, Manipur",25.069139,94.33632,5.59,MNP292811,2019-10-10,11.18,False
MN-BIS-000263,Ongbi Thangal,residential,three_phase,BPL Category,Bishnupur,Kumbi,"Kumbi, Bishnupur, Manipur",24.608339,93.810128,3.58,MNP532723,2021-09-01,7.16,False
MN-THO-000264,Maibam Kom,residential,single_phase,Domestic LT-I,Thoubal,Khongjom,"Khongjom, Thoubal, Manipur",24.694728,93.973003,4.14,MNP571635,2021-12-04,8.28,False
MN-BIS-000265,Yaiphabi Chanu,residential,three_phase,Domestic LT-I,Bishnupur,Bishnupur Bazar,"Bishnupur Bazar, Bishnupur, Manipur",24.600589,93.841718,1.58,MNP943737,2019-09-26,3.16,False
MN-BIS-000266,Wangkhem Monsang,residential,three_phase,Domestic LT-I,Bishnupur,Toubul,"Toubul, Bishnupur, Manipur",24.637212,93.889818,4.04,MNP322096,2022-12-09,8.09,False
MN-IMP-000267,Manipur Spinning Mills,industrial,three_phase,Small Scale Industry,Imphal West,Kongba,"Kongba, Imphal West, Manipur",24.798766,93.944575,153.16,MNP733760,2020-01-22,306.32,False
MN-BIS-000268,Radhamani Poumai,residential,single_phase,BPL Category,Bishnupur,Thanga,"Thanga, Bishnupur, Manipur",24.565254,93.836443,4.23,MNP476710,2022-04-11,8.46,False
MN-CHA-000269,Leikai Kabui,residential,single_phase,Domestic LT-II,Chandel,New Samtal,"New Samtal, Chandel, Manipur",24.384826,94.220933,5.7,MNP312994,2021-12-04,11.41,False
MN-IMP-000270,Manihar Simte,residential,single_phase,BPL Category,Imphal East,Thangmeiband,"Thangmeiband, Imphal East, Manipur",24.84479,93.961559,2.01,MNP712401,2020-10-03,4.02,False
MN-CHU-000271,Wangkhem Aimol,residential,single_phase,Domestic LT-I,Churachandpur,Rengkai,"Rengkai, Churachandpur, Manipur",24.447726,93.775835,2.06,MNP623555,2020-12-01,4.12,False
MN-UKH-000272,Hemabati Thangal,residential,single_phase,Domestic LT-II,Ukhrul,Lunghar,"Lunghar, Ukhrul, Manipur",25.184168,94.473979,3.83,MNP277487,2023-03-22,7.67,False
MN-CHA-000273,Usham Chanu,residential,single_phase,Domestic LT-I,Chandel,Machi,"Machi, Chandel, Manipur",24.418255,94.119701,1.75,MNP957730,2020-04-04,3.49,False
MN-IMP-000274,Ebomcha Aimol,residential,single_phase,Domestic LT-I,Imphal East,Mantripukhri,"Mantripukhri, Imphal East, Manipur",24.803464,93.9862,1.52,MNP109585,2022-10-12,3.04,False
MN-UKH-000275,Hemabati Devi,residential,single_phase,BPL Category,Ukhrul,Ukhrul Town,"Ukhrul Town, Ukhrul, Manipur",25.0667,94.379634,3.92,MNP531319,2023-12-09,7.84,False
MN-CHU-000276,Sanatombi Kharam,residential,single_phase,BPL Category,Churachandpur,Sangaikot,"Sangaikot, Churachandpur, Manipur",24.437978,93.701952,3.06,MNP551488,2022-12-31,6.12,False
MN-IMP-000277,Lourembam Hmar,residential,single_phase,Domestic LT-II,Imphal West,Naoremthong,"Naoremthong, Imphal West, Manipur",24.801625,93.911655,2.51,MNP954814,2022-01-07,5.02,False
